T / K	p / MPa	u / kJ/kg	h / kJ/kg	s / kJ/kgK	v / m3/kg	cp / kJ/kgK	cv / kJ/kgK
4.88388428e+02	2.11537961e+06	2.60010825e+06	2.79949741e+06	6.31849813e+03	9.42569179e-02	3.24054641e+03	2.18030663e+03
4.88762739e+02	2.13088684e+06	2.60021691e+06	2.79963343e+06	6.31579556e+03	9.35838190e-02	3.24724948e+03	2.18316978e+03
4.89137049e+02	2.14648194e+06	2.60032381e+06	2.79976711e+06	6.31309476e+03	9.29163640e-02	3.25398117e+03	2.18603761e+03
4.89511359e+02	2.16216526e+06	2.60042897e+06	2.79989844e+06	6.31039572e+03	9.22544969e-02	3.26074166e+03	2.18891011e+03
4.89885670e+02	2.17793713e+06	2.60053237e+06	2.80002741e+06	6.30769842e+03	9.15981623e-02	3.26753112e+03	2.19178728e+03
4.90259980e+02	2.19379791e+06	2.60063401e+06	2.80015402e+06	6.30500282e+03	9.09473056e-02	3.27434973e+03	2.19466911e+03
4.90634290e+02	2.20974791e+06	2.60073387e+06	2.80027825e+06	6.30230891e+03	9.03018725e-02	3.28119766e+03	2.19755561e+03
4.91008601e+02	2.22578750e+06	2.60083196e+06	2.80040010e+06	6.29961667e+03	8.96618097e-02	3.28807509e+03	2.20044676e+03
4.91382911e+02	2.24191700e+06	2.60092827e+06	2.80051956e+06	6.29692607e+03	8.90270641e-02	3.29498218e+03	2.20334258e+03
4.91757221e+02	2.25813676e+06	2.60102278e+06	2.80063662e+06	6.29423710e+03	8.83975836e-02	3.30191913e+03	2.20624304e+03
4.92131532e+02	2.27444713e+06	2.60111551e+06	2.80075127e+06	6.29154972e+03	8.77733164e-02	3.30888610e+03	2.20914815e+03
4.92505842e+02	2.29084845e+06	2.60120643e+06	2.80086352e+06	6.28886393e+03	8.71542114e-02	3.31588328e+03	2.21205790e+03
4.92880152e+02	2.30734105e+06	2.60129554e+06	2.80097334e+06	6.28617969e+03	8.65402180e-02	3.32291085e+03	2.21497229e+03
4.93254462e+02	2.32392529e+06	2.60138284e+06	2.80108073e+06	6.28349699e+03	8.59312861e-02	3.32996898e+03	2.21789131e+03
4.93628773e+02	2.34060152e+06	2.60146831e+06	2.80118568e+06	6.28081580e+03	8.53273665e-02	3.33705788e+03	2.22081496e+03
4.94003083e+02	2.35737007e+06	2.60155196e+06	2.80128818e+06	6.27813610e+03	8.47284102e-02	3.34417771e+03	2.22374323e+03
4.94377393e+02	2.37423129e+06	2.60163378e+06	2.80138823e+06	6.27545786e+03	8.41343688e-02	3.35132866e+03	2.22667612e+03
4.94751704e+02	2.39118554e+06	2.60171376e+06	2.80148582e+06	6.27278108e+03	8.35451946e-02	3.35851093e+03	2.22961361e+03
4.95126014e+02	2.40823315e+06	2.60179189e+06	2.80158093e+06	6.27010572e+03	8.29608403e-02	3.36572469e+03	2.23255570e+03
4.95500324e+02	2.42537448e+06	2.60186816e+06	2.80167357e+06	6.26743176e+03	8.23812591e-02	3.37297015e+03	2.23550239e+03
4.95874635e+02	2.44260988e+06	2.60194258e+06	2.80176371e+06	6.26475919e+03	8.18064048e-02	3.38024749e+03	2.23845366e+03
4.96248945e+02	2.45993969e+06	2.60201513e+06	2.80185136e+06	6.26208797e+03	8.12362318e-02	3.38755690e+03	2.24140951e+03
4.96623255e+02	2.47736427e+06	2.60208581e+06	2.80193650e+06	6.25941809e+03	8.06706948e-02	3.39489858e+03	2.24436993e+03
4.96997566e+02	2.49488396e+06	2.60215460e+06	2.80201913e+06	6.25674952e+03	8.01097490e-02	3.40227272e+03	2.24733491e+03
4.97371876e+02	2.51249913e+06	2.60222152e+06	2.80209924e+06	6.25408224e+03	7.95533503e-02	3.40967952e+03	2.25030444e+03
4.97746186e+02	2.53021011e+06	2.60228653e+06	2.80217681e+06	6.25141624e+03	7.90014550e-02	3.41711919e+03	2.25327852e+03
4.98120496e+02	2.54801727e+06	2.60234965e+06	2.80225185e+06	6.24875148e+03	7.84540198e-02	3.42459191e+03	2.25625713e+03
4.98494807e+02	2.56592096e+06	2.60241086e+06	2.80232433e+06	6.24608795e+03	7.79110019e-02	3.43209789e+03	2.25924027e+03
4.98869117e+02	2.58392153e+06	2.60247016e+06	2.80239426e+06	6.24342562e+03	7.73723590e-02	3.43963734e+03	2.26222792e+03
4.99243427e+02	2.60201933e+06	2.60252754e+06	2.80246163e+06	6.24076448e+03	7.68380493e-02	3.44721046e+03	2.26522008e+03
4.99617738e+02	2.62021472e+06	2.60258299e+06	2.80252641e+06	6.23810449e+03	7.63080313e-02	3.45481746e+03	2.26821674e+03
4.99992048e+02	2.63850806e+06	2.60263650e+06	2.80258862e+06	6.23544564e+03	7.57822643e-02	3.46245854e+03	2.27121788e+03
5.00366358e+02	2.65689971e+06	2.60268807e+06	2.80264823e+06	6.23278791e+03	7.52607076e-02	3.47013393e+03	2.27422349e+03
5.00740669e+02	2.67539001e+06	2.60273770e+06	2.80270523e+06	6.23013126e+03	7.47433212e-02	3.47784382e+03	2.27723357e+03
5.01114979e+02	2.69397934e+06	2.60278537e+06	2.80275963e+06	6.22747569e+03	7.42300656e-02	3.48558843e+03	2.28024811e+03
5.01489289e+02	2.71266804e+06	2.60283108e+06	2.80281141e+06	6.22482117e+03	7.37209014e-02	3.49336799e+03	2.28326709e+03
5.01863600e+02	2.73145647e+06	2.60287481e+06	2.80286056e+06	6.22216767e+03	7.32157901e-02	3.50118270e+03	2.28629050e+03
5.02237910e+02	2.75034501e+06	2.60291657e+06	2.80290707e+06	6.21951518e+03	7.27146932e-02	3.50903280e+03	2.28931833e+03
5.02612220e+02	2.76933399e+06	2.60295635e+06	2.80295093e+06	6.21686367e+03	7.22175729e-02	3.51691849e+03	2.29235058e+03
5.02986531e+02	2.78842380e+06	2.60299414e+06	2.80299214e+06	6.21421312e+03	7.17243916e-02	3.52484002e+03	2.29538722e+03
5.03360841e+02	2.80761479e+06	2.60302992e+06	2.80303068e+06	6.21156350e+03	7.12351121e-02	3.53279760e+03	2.29842825e+03
5.03735151e+02	2.82690731e+06	2.60306370e+06	2.80306654e+06	6.20891480e+03	7.07496979e-02	3.54079147e+03	2.30147366e+03
5.04109461e+02	2.84630174e+06	2.60309547e+06	2.80309972e+06	6.20626699e+03	7.02681126e-02	3.54882185e+03	2.30452344e+03
5.04483772e+02	2.86579844e+06	2.60312522e+06	2.80313021e+06	6.20362006e+03	6.97903203e-02	3.55688898e+03	2.30757758e+03
5.04858082e+02	2.88539777e+06	2.60315293e+06	2.80315799e+06	6.20097396e+03	6.93162854e-02	3.56499310e+03	2.31063606e+03
5.05232392e+02	2.90510009e+06	2.60317862e+06	2.80318306e+06	6.19832870e+03	6.88459728e-02	3.57313445e+03	2.31369887e+03
5.05606703e+02	2.92490578e+06	2.60320226e+06	2.80320541e+06	6.19568423e+03	6.83793477e-02	3.58131327e+03	2.31676601e+03
5.05981013e+02	2.94481520e+06	2.60322384e+06	2.80322502e+06	6.19304055e+03	6.79163757e-02	3.58952980e+03	2.31983746e+03
5.06355323e+02	2.96482871e+06	2.60324338e+06	2.80324189e+06	6.19039762e+03	6.74570227e-02	3.59778429e+03	2.32291321e+03
5.06729634e+02	2.98494668e+06	2.60326084e+06	2.80325601e+06	6.18775543e+03	6.70012552e-02	3.60607700e+03	2.32599326e+03
5.07103944e+02	3.00516949e+06	2.60327623e+06	2.80326737e+06	6.18511395e+03	6.65490397e-02	3.61440817e+03	2.32907758e+03
5.07478254e+02	3.02549749e+06	2.60328954e+06	2.80327596e+06	6.18247316e+03	6.61003433e-02	3.62277806e+03	2.33216618e+03
5.07852565e+02	3.04593106e+06	2.60330076e+06	2.80328177e+06	6.17983303e+03	6.56551334e-02	3.63118694e+03	2.33525904e+03
5.08226875e+02	3.06647057e+06	2.60330988e+06	2.80328479e+06	6.17719355e+03	6.52133777e-02	3.63963506e+03	2.33835616e+03
5.08601185e+02	3.08711639e+06	2.60331690e+06	2.80328500e+06	6.17455470e+03	6.47750443e-02	3.64812268e+03	2.34145752e+03
5.08975495e+02	3.10786889e+06	2.60332181e+06	2.80328241e+06	6.17191644e+03	6.43401016e-02	3.65665009e+03	2.34456311e+03
5.09349806e+02	3.12872844e+06	2.60332460e+06	2.80327700e+06	6.16927875e+03	6.39085184e-02	3.66521755e+03	2.34767294e+03
5.09724116e+02	3.14969541e+06	2.60332525e+06	2.80326875e+06	6.16664162e+03	6.34802637e-02	3.67382533e+03	2.35078698e+03
5.10098426e+02	3.17077019e+06	2.60332377e+06	2.80325766e+06	6.16400502e+03	6.30553069e-02	3.68247372e+03	2.35390523e+03
5.10472737e+02	3.19195313e+06	2.60332015e+06	2.80324372e+06	6.16136893e+03	6.26336177e-02	3.69116300e+03	2.35702769e+03
5.10847047e+02	3.21324463e+06	2.60331437e+06	2.80322692e+06	6.15873332e+03	6.22151662e-02	3.69989346e+03	2.36015434e+03
5.11221357e+02	3.23464504e+06	2.60330644e+06	2.80320725e+06	6.15609818e+03	6.17999227e-02	3.70866539e+03	2.36328519e+03
5.11595668e+02	3.25615475e+06	2.60329633e+06	2.80318470e+06	6.15346347e+03	6.13878580e-02	3.71747907e+03	2.36642022e+03
5.11969978e+02	3.27777414e+06	2.60328405e+06	2.80315925e+06	6.15082918e+03	6.09789429e-02	3.72633482e+03	2.36955943e+03
5.12344288e+02	3.29950358e+06	2.60326958e+06	2.80313090e+06	6.14819528e+03	6.05731487e-02	3.73523293e+03	2.37270282e+03
5.12718599e+02	3.32134344e+06	2.60325291e+06	2.80309963e+06	6.14556174e+03	6.01704471e-02	3.74417370e+03	2.37585038e+03
5.13092909e+02	3.34329412e+06	2.60323405e+06	2.80306544e+06	6.14292856e+03	5.97708098e-02	3.75315746e+03	2.37900211e+03
5.13467219e+02	3.36535598e+06	2.60321297e+06	2.80302832e+06	6.14029570e+03	5.93742091e-02	3.76218452e+03	2.38215800e+03
5.13841530e+02	3.38752941e+06	2.60318967e+06	2.80298825e+06	6.13766314e+03	5.89806173e-02	3.77125519e+03	2.38531806e+03
5.14215840e+02	3.40981478e+06	2.60316415e+06	2.80294522e+06	6.13503085e+03	5.85900073e-02	3.78036981e+03	2.38848228e+03
5.14590150e+02	3.43221249e+06	2.60313639e+06	2.80289923e+06	6.13239882e+03	5.82023521e-02	3.78952870e+03	2.39165066e+03
5.14964460e+02	3.45472290e+06	2.60310639e+06	2.80285026e+06	6.12976702e+03	5.78176249e-02	3.79873219e+03	2.39482321e+03
5.15338771e+02	3.47734641e+06	2.60307413e+06	2.80279830e+06	6.12713542e+03	5.74357993e-02	3.80798063e+03	2.39799992e+03
5.15713081e+02	3.50008340e+06	2.60303960e+06	2.80274333e+06	6.12450401e+03	5.70568492e-02	3.81727435e+03	2.40118079e+03
5.16087391e+02	3.52293424e+06	2.60300281e+06	2.80268536e+06	6.12187275e+03	5.66807487e-02	3.82661372e+03	2.40436584e+03
5.16461702e+02	3.54589933e+06	2.60296374e+06	2.80262436e+06	6.11924164e+03	5.63074721e-02	3.83599908e+03	2.40755505e+03
5.16836012e+02	3.56897905e+06	2.60292237e+06	2.80256033e+06	6.11661063e+03	5.59369942e-02	3.84543080e+03	2.41074845e+03
5.17210322e+02	3.59217379e+06	2.60287871e+06	2.80249326e+06	6.11397971e+03	5.55692898e-02	3.85490924e+03	2.41394603e+03
5.17584633e+02	3.61548393e+06	2.60283274e+06	2.80242313e+06	6.11134886e+03	5.52043341e-02	3.86443477e+03	2.41714780e+03
5.17958943e+02	3.63890986e+06	2.60278446e+06	2.80234993e+06	6.10871804e+03	5.48421024e-02	3.87400777e+03	2.42035376e+03
5.18333253e+02	3.66245197e+06	2.60273385e+06	2.80227365e+06	6.10608724e+03	5.44825706e-02	3.88362862e+03	2.42356394e+03
5.18707564e+02	3.68611065e+06	2.60268091e+06	2.80219428e+06	6.10345644e+03	5.41257144e-02	3.89329771e+03	2.42677833e+03
5.19081874e+02	3.70988628e+06	2.60262562e+06	2.80211180e+06	6.10082561e+03	5.37715101e-02	3.90301545e+03	2.42999695e+03
5.19456184e+02	3.73377926e+06	2.60256798e+06	2.80202622e+06	6.09819471e+03	5.34199340e-02	3.91278222e+03	2.43321982e+03
5.19830494e+02	3.75778998e+06	2.60250797e+06	2.80193750e+06	6.09556374e+03	5.30709629e-02	3.92259844e+03	2.43644693e+03
5.20204805e+02	3.78191883e+06	2.60244560e+06	2.80184565e+06	6.09293267e+03	5.27245735e-02	3.93246453e+03	2.43967832e+03
5.20579115e+02	3.80616619e+06	2.60238084e+06	2.80175065e+06	6.09030147e+03	5.23807430e-02	3.94238090e+03	2.44291400e+03
5.20953425e+02	3.83053248e+06	2.60231369e+06	2.80165249e+06	6.08767011e+03	5.20394488e-02	3.95234799e+03	2.44615398e+03
5.21327736e+02	3.85501807e+06	2.60224414e+06	2.80155115e+06	6.08503858e+03	5.17006684e-02	3.96236622e+03	2.44939828e+03
5.21702046e+02	3.87962337e+06	2.60217218e+06	2.80144663e+06	6.08240685e+03	5.13643796e-02	3.97243605e+03	2.45264693e+03
5.22076356e+02	3.90434876e+06	2.60209780e+06	2.80133891e+06	6.07977489e+03	5.10305605e-02	3.98255792e+03	2.45589994e+03
5.22450667e+02	3.92919465e+06	2.60202099e+06	2.80122797e+06	6.07714268e+03	5.06991893e-02	3.99273228e+03	2.45915734e+03
5.22824977e+02	3.95416142e+06	2.60194174e+06	2.80111382e+06	6.07451020e+03	5.03702444e-02	4.00295962e+03	2.46241916e+03
5.23199287e+02	3.97924949e+06	2.60186004e+06	2.80099643e+06	6.07187741e+03	5.00437046e-02	4.01324039e+03	2.46568541e+03
5.23573598e+02	4.00445924e+06	2.60177588e+06	2.80087579e+06	6.06924430e+03	4.97195488e-02	4.02357507e+03	2.46895614e+03
5.23947908e+02	4.02979107e+06	2.60168925e+06	2.80075189e+06	6.06661084e+03	4.93977560e-02	4.03396417e+03	2.47223136e+03
5.24322218e+02	4.05524539e+06	2.60160014e+06	2.80062472e+06	6.06397701e+03	4.90783056e-02	4.04440817e+03	2.47551111e+03
5.24696529e+02	4.08082260e+06	2.60150854e+06	2.80049426e+06	6.06134277e+03	4.87611771e-02	4.05490757e+03	2.47879542e+03
5.25070839e+02	4.10652308e+06	2.60141444e+06	2.80036050e+06	6.05870811e+03	4.84463502e-02	4.06546290e+03	2.48208432e+03
5.25445149e+02	4.13234726e+06	2.60131783e+06	2.80022343e+06	6.05607300e+03	4.81338048e-02	4.07607468e+03	2.48537786e+03
5.25819459e+02	4.15829552e+06	2.60121870e+06	2.80008303e+06	6.05343741e+03	4.78235212e-02	4.08674343e+03	2.48867607e+03
5.26193770e+02	4.18436828e+06	2.60111704e+06	2.79993930e+06	6.05080132e+03	4.75154795e-02	4.09746969e+03	2.49197898e+03
5.26568080e+02	4.21056594e+06	2.60101283e+06	2.79979222e+06	6.04816471e+03	4.72096604e-02	4.10825402e+03	2.49528665e+03
5.26942390e+02	4.23688889e+06	2.60090607e+06	2.79964177e+06	6.04552754e+03	4.69060446e-02	4.11909697e+03	2.49859910e+03
5.27316701e+02	4.26333755e+06	2.60079674e+06	2.79948794e+06	6.04288979e+03	4.66046128e-02	4.12999912e+03	2.50191640e+03
5.27691011e+02	4.28991233e+06	2.60068485e+06	2.79933072e+06	6.04025143e+03	4.63053464e-02	4.14096103e+03	2.50523857e+03
5.28065321e+02	4.31661362e+06	2.60057036e+06	2.79917010e+06	6.03761245e+03	4.60082264e-02	4.15198330e+03	2.50856568e+03
5.28439632e+02	4.34344184e+06	2.60045328e+06	2.79900605e+06	6.03497281e+03	4.57132344e-02	4.16306653e+03	2.51189778e+03
5.28813942e+02	4.37039740e+06	2.60033359e+06	2.79883858e+06	6.03233248e+03	4.54203521e-02	4.17421131e+03	2.51523490e+03
5.29188252e+02	4.39748070e+06	2.60021128e+06	2.79866766e+06	6.02969145e+03	4.51295612e-02	4.18541827e+03	2.51857712e+03
5.29562563e+02	4.42469216e+06	2.60008634e+06	2.79849327e+06	6.02704968e+03	4.48408438e-02	4.19668804e+03	2.52192448e+03
5.29936873e+02	4.45203219e+06	2.59995876e+06	2.79831541e+06	6.02440715e+03	4.45541820e-02	4.20802125e+03	2.52527705e+03
5.30311183e+02	4.47950119e+06	2.59982853e+06	2.79813407e+06	6.02176382e+03	4.42695582e-02	4.21941856e+03	2.52863487e+03
5.30685493e+02	4.50709959e+06	2.59969563e+06	2.79794922e+06	6.01911969e+03	4.39869549e-02	4.23088062e+03	2.53199803e+03
5.31059804e+02	4.53482778e+06	2.59956006e+06	2.79776085e+06	6.01647470e+03	4.37063549e-02	4.24240811e+03	2.53536656e+03
5.31434114e+02	4.56268620e+06	2.59942180e+06	2.79756895e+06	6.01382885e+03	4.34277409e-02	4.25400170e+03	2.53874056e+03
5.31808424e+02	4.59067525e+06	2.59928084e+06	2.79737350e+06	6.01118210e+03	4.31510960e-02	4.26566210e+03	2.54212007e+03
5.32182735e+02	4.61879534e+06	2.59913716e+06	2.79717450e+06	6.00853443e+03	4.28764035e-02	4.27739000e+03	2.54550518e+03
5.32557045e+02	4.64704690e+06	2.59899077e+06	2.79697191e+06	6.00588580e+03	4.26036466e-02	4.28918613e+03	2.54889594e+03
5.32931355e+02	4.67543034e+06	2.59884164e+06	2.79676574e+06	6.00323619e+03	4.23328089e-02	4.30105121e+03	2.55229245e+03
5.33305666e+02	4.70394609e+06	2.59868976e+06	2.79655595e+06	6.00058558e+03	4.20638741e-02	4.31298599e+03	2.55569476e+03
5.33679976e+02	4.73259455e+06	2.59853512e+06	2.79634255e+06	5.99793393e+03	4.17968260e-02	4.32499122e+03	2.55910297e+03
5.34054286e+02	4.76137615e+06	2.59837771e+06	2.79612551e+06	5.99528122e+03	4.15316486e-02	4.33706766e+03	2.56251714e+03
5.34428597e+02	4.79029130e+06	2.59821751e+06	2.79590482e+06	5.99262741e+03	4.12683260e-02	4.34921610e+03	2.56593736e+03
5.34802907e+02	4.81934044e+06	2.59805452e+06	2.79568046e+06	5.98997249e+03	4.10068425e-02	4.36143733e+03	2.56936372e+03
5.35177217e+02	4.84852398e+06	2.59788872e+06	2.79545241e+06	5.98731641e+03	4.07471827e-02	4.37373214e+03	2.57279629e+03
5.35551528e+02	4.87784235e+06	2.59772010e+06	2.79522067e+06	5.98465916e+03	4.04893310e-02	4.38610136e+03	2.57623518e+03
5.35925838e+02	4.90729597e+06	2.59754864e+06	2.79498521e+06	5.98200071e+03	4.02332723e-02	4.39854581e+03	2.57968045e+03
5.36300148e+02	4.93688526e+06	2.59737433e+06	2.79474602e+06	5.97934102e+03	3.99789914e-02	4.41106635e+03	2.58313221e+03
5.36674458e+02	4.96661065e+06	2.59719716e+06	2.79450308e+06	5.97668006e+03	3.97264733e-02	4.42366383e+03	2.58659055e+03
5.37048769e+02	4.99647256e+06	2.59701711e+06	2.79425638e+06	5.97401781e+03	3.94757033e-02	4.43633912e+03	2.59005557e+03
5.37423079e+02	5.02647143e+06	2.59683418e+06	2.79400590e+06	5.97135424e+03	3.92266666e-02	4.44909310e+03	2.59352735e+03
5.37797389e+02	5.05660769e+06	2.59664835e+06	2.79375162e+06	5.96868932e+03	3.89793487e-02	4.46192668e+03	2.59700601e+03
5.38171700e+02	5.08688175e+06	2.59645960e+06	2.79349353e+06	5.96602302e+03	3.87337353e-02	4.47484077e+03	2.60049163e+03
5.38546010e+02	5.11729405e+06	2.59626792e+06	2.79323161e+06	5.96335530e+03	3.84898119e-02	4.48783630e+03	2.60398432e+03
5.38920320e+02	5.14784503e+06	2.59607330e+06	2.79296584e+06	5.96068614e+03	3.82475646e-02	4.50091421e+03	2.60748419e+03
5.39294631e+02	5.17853511e+06	2.59587572e+06	2.79269620e+06	5.95801551e+03	3.80069792e-02	4.51407545e+03	2.61099134e+03
5.39668941e+02	5.20936472e+06	2.59567518e+06	2.79242268e+06	5.95534338e+03	3.77680420e-02	4.52732100e+03	2.61450587e+03
5.40043251e+02	5.24033431e+06	2.59547165e+06	2.79214527e+06	5.95266971e+03	3.75307392e-02	4.54065185e+03	2.61802790e+03
5.40417562e+02	5.27144430e+06	2.59526512e+06	2.79186393e+06	5.94999448e+03	3.72950571e-02	4.55406899e+03	2.62155754e+03
5.40791872e+02	5.30269513e+06	2.59505557e+06	2.79157866e+06	5.94731765e+03	3.70609824e-02	4.56757345e+03	2.62509489e+03
5.41166182e+02	5.33408723e+06	2.59484300e+06	2.79128944e+06	5.94463920e+03	3.68285016e-02	4.58116626e+03	2.62864006e+03
5.41540492e+02	5.36562105e+06	2.59462739e+06	2.79099625e+06	5.94195908e+03	3.65976015e-02	4.59484847e+03	2.63219319e+03
5.41914803e+02	5.39729702e+06	2.59440872e+06	2.79069907e+06	5.93927728e+03	3.63682690e-02	4.60862114e+03	2.63575437e+03
5.42289113e+02	5.42911557e+06	2.59418698e+06	2.79039788e+06	5.93659376e+03	3.61404911e-02	4.62248534e+03	2.63932373e+03
5.42663423e+02	5.46107716e+06	2.59396215e+06	2.79009267e+06	5.93390848e+03	3.59142549e-02	4.63644219e+03	2.64290138e+03
5.43037734e+02	5.49318222e+06	2.59373422e+06	2.78978341e+06	5.93122142e+03	3.56895478e-02	4.65049279e+03	2.64648745e+03
5.43412044e+02	5.52543120e+06	2.59350317e+06	2.78947009e+06	5.92853253e+03	3.54663570e-02	4.66463827e+03	2.65008205e+03
5.43786354e+02	5.55782452e+06	2.59326899e+06	2.78915268e+06	5.92584180e+03	3.52446701e-02	4.67887977e+03	2.65368531e+03
5.44160665e+02	5.59036265e+06	2.59303166e+06	2.78883117e+06	5.92314918e+03	3.50244747e-02	4.69321845e+03	2.65729734e+03
5.44534975e+02	5.62304603e+06	2.59279116e+06	2.78850554e+06	5.92045464e+03	3.48057585e-02	4.70765550e+03	2.66091828e+03
5.44909285e+02	5.65587509e+06	2.59254749e+06	2.78817578e+06	5.91775815e+03	3.45885092e-02	4.72219211e+03	2.66454824e+03
5.45283596e+02	5.68885029e+06	2.59230062e+06	2.78784185e+06	5.91505968e+03	3.43727150e-02	4.73682950e+03	2.66818735e+03
5.45657906e+02	5.72197208e+06	2.59205053e+06	2.78750374e+06	5.91235919e+03	3.41583638e-02	4.75156888e+03	2.67183574e+03
5.46032216e+02	5.75524090e+06	2.59179722e+06	2.78716143e+06	5.90965664e+03	3.39454437e-02	4.76641152e+03	2.67549353e+03
5.46406527e+02	5.78865720e+06	2.59154066e+06	2.78681489e+06	5.90695201e+03	3.37339431e-02	4.78135866e+03	2.67916084e+03
5.46780837e+02	5.82222144e+06	2.59128084e+06	2.78646412e+06	5.90424526e+03	3.35238504e-02	4.79641160e+03	2.68283781e+03
5.47155147e+02	5.85593406e+06	2.59101774e+06	2.78610908e+06	5.90153634e+03	3.33151540e-02	4.81157164e+03	2.68652456e+03
5.47529457e+02	5.88979553e+06	2.59075134e+06	2.78574977e+06	5.89882524e+03	3.31078424e-02	4.82684008e+03	2.69022122e+03
5.47903768e+02	5.92380629e+06	2.59048164e+06	2.78538614e+06	5.89611191e+03	3.29019046e-02	4.84221827e+03	2.69392791e+03
5.48278078e+02	5.95796679e+06	2.59020860e+06	2.78501820e+06	5.89339632e+03	3.26973291e-02	4.85770756e+03	2.69764477e+03
5.48652388e+02	5.99227750e+06	2.58993221e+06	2.78464590e+06	5.89067842e+03	3.24941049e-02	4.87330932e+03	2.70137192e+03
5.49026699e+02	6.02673887e+06	2.58965245e+06	2.78426924e+06	5.88795819e+03	3.22922210e-02	4.88902494e+03	2.70510948e+03
5.49401009e+02	6.06135136e+06	2.58936932e+06	2.78388818e+06	5.88523559e+03	3.20916665e-02	4.90485582e+03	2.70885759e+03
5.49775319e+02	6.09611543e+06	2.58908278e+06	2.78350272e+06	5.88251058e+03	3.18924307e-02	4.92080340e+03	2.71261636e+03
5.50149630e+02	6.13103154e+06	2.58879282e+06	2.78311282e+06	5.87978312e+03	3.16945027e-02	4.93686912e+03	2.71638593e+03
5.50523940e+02	6.16610015e+06	2.58849943e+06	2.78271846e+06	5.87705318e+03	3.14978720e-02	4.95305444e+03	2.72016642e+03
5.50898250e+02	6.20132172e+06	2.58820257e+06	2.78231962e+06	5.87432072e+03	3.13025281e-02	4.96936084e+03	2.72395795e+03
5.51272561e+02	6.23669672e+06	2.58790224e+06	2.78191628e+06	5.87158570e+03	3.11084606e-02	4.98578984e+03	2.72776065e+03
5.51646871e+02	6.27222561e+06	2.58759842e+06	2.78150841e+06	5.86884808e+03	3.09156591e-02	5.00234293e+03	2.73157464e+03
5.52021181e+02	6.30790885e+06	2.58729109e+06	2.78109599e+06	5.86610783e+03	3.07241134e-02	5.01902168e+03	2.73540003e+03
5.52395491e+02	6.34374692e+06	2.58698022e+06	2.78067900e+06	5.86336490e+03	3.05338133e-02	5.03582763e+03	2.73923696e+03
5.52769802e+02	6.37974029e+06	2.58666580e+06	2.78025741e+06	5.86061926e+03	3.03447488e-02	5.05276237e+03	2.74308553e+03
5.53144112e+02	6.41588941e+06	2.58634780e+06	2.77983120e+06	5.85787086e+03	3.01569100e-02	5.06982749e+03	2.74694586e+03
5.53518422e+02	6.45219477e+06	2.58602622e+06	2.77940035e+06	5.85511967e+03	2.99702870e-02	5.08702461e+03	2.75081808e+03
5.53892733e+02	6.48865683e+06	2.58570102e+06	2.77896482e+06	5.85236565e+03	2.97848699e-02	5.10435538e+03	2.75470228e+03
5.54267043e+02	6.52527607e+06	2.58537219e+06	2.77852460e+06	5.84960875e+03	2.96006491e-02	5.12182145e+03	2.75859859e+03
5.54641353e+02	6.56205295e+06	2.58503971e+06	2.77807966e+06	5.84684894e+03	2.94176150e-02	5.13942449e+03	2.76250711e+03
5.55015664e+02	6.59898797e+06	2.58470356e+06	2.77762997e+06	5.84408617e+03	2.92357580e-02	5.15716622e+03	2.76642795e+03
5.55389974e+02	6.63608158e+06	2.58436371e+06	2.77717551e+06	5.84132041e+03	2.90550687e-02	5.17504834e+03	2.77036122e+03
5.55764284e+02	6.67333428e+06	2.58402014e+06	2.77671626e+06	5.83855160e+03	2.88755377e-02	5.19307260e+03	2.77430701e+03
5.56138595e+02	6.71074654e+06	2.58367284e+06	2.77625218e+06	5.83577971e+03	2.86971558e-02	5.21124076e+03	2.77826542e+03
5.56512905e+02	6.74831883e+06	2.58332178e+06	2.77578325e+06	5.83300470e+03	2.85199137e-02	5.22955461e+03	2.78223656e+03
5.56887215e+02	6.78605165e+06	2.58296694e+06	2.77530945e+06	5.83022652e+03	2.83438023e-02	5.24801595e+03	2.78622052e+03
5.57261526e+02	6.82394546e+06	2.58260830e+06	2.77483074e+06	5.82744513e+03	2.81688127e-02	5.26662660e+03	2.79021739e+03
5.57635836e+02	6.86200077e+06	2.58224583e+06	2.77434710e+06	5.82466049e+03	2.79949357e-02	5.28538842e+03	2.79422725e+03
5.58010146e+02	6.90021805e+06	2.58187951e+06	2.77385850e+06	5.82187254e+03	2.78221626e-02	5.30430326e+03	2.79825020e+03
5.58384456e+02	6.93859779e+06	2.58150933e+06	2.77336492e+06	5.81908126e+03	2.76504846e-02	5.32337303e+03	2.80228631e+03
5.58758767e+02	6.97714047e+06	2.58113525e+06	2.77286633e+06	5.81628658e+03	2.74798929e-02	5.34259965e+03	2.80633566e+03
5.59133077e+02	7.01584659e+06	2.58075726e+06	2.77236269e+06	5.81348847e+03	2.73103788e-02	5.36198503e+03	2.81039833e+03
5.59507387e+02	7.05471664e+06	2.58037533e+06	2.77185398e+06	5.81068688e+03	2.71419339e-02	5.38153116e+03	2.81447439e+03
5.59881698e+02	7.09375110e+06	2.57998943e+06	2.77134017e+06	5.80788177e+03	2.69745495e-02	5.40124000e+03	2.81856391e+03
5.60256008e+02	7.13295048e+06	2.57959955e+06	2.77082123e+06	5.80507309e+03	2.68082173e-02	5.42111358e+03	2.82266695e+03
